KEY,NOTES,ENGLISH,SPANISH
NOTIFICATION.DEATH.DESCRIPTION,,"{{character}}, has died due to {{reason}}.","{{character}}, ha muerto debido a {{reason}}."
NOTIFICATION.DEATH.SHORT_DESCRIPTION,,Died due to {{reason}},Murió debido a {{reason}}
NOTIFICATION.DEATH.TITLE,,Settler death,Muerte de colonos
NOTIFICATION.GAME_OVER.DESCRIPTION,,All things must come to an end. Your settlement lies abandoned.,Todas las cosas deben llegar a su fin. Tu asentamiento está abandonado.
NOTIFICATION.GAME_OVER.TITLE,,Game Over,Fin del juego
NOTIFICATION.IMMIGRANTS_ARRIVED.DESCRIPTION,,The prosperity of your settlement has attracted a number of new immigrants to boost your population.,La prosperidad de su asentamiento ha atraído a un número de nuevos inmigrantes para impulsar su población.
NOTIFICATION.IMMIGRANTS_ARRIVED.TITLE,,Immigration,Inmigración
NOTIFICATION.MINING_COLLAPSE.DESCRIPTION,,An area has caved in due to a lack of pillars and supports.,Un área se ha derrumbado debido a la falta de pilares y soportes.
NOTIFICATION.MINING_COLLAPSE.TITLE,,Mining collapse,Desplome de la minería
NOTIFICATION.SETTLER_MENTAL_BREAK.DESCRIPTION,,The gruelling hardship has proven to be too much to handle for {{character}}.,La penuria agotadora ha demostrado ser demasiado difícil de manejar para {{character}}.
NOTIFICATION.SETTLER_MENTAL_BREAK.TITLE,,Mental break,Descanso mental

ORE.BAUXITE.ADJECTIVE,,Bauxite,Bauxita
ORE.BAUXITE.NOUN,,Bauxite,Bauxita
ORE.BAUXITE.TOOLTIP,,"Bauxite is the primary ore of aluminium. Unfortunately, a means of aluminium production is yet to be discovered.","La bauxita es el mineral primario de aluminio. Lamentablemente, todavía no se ha descubierto un medio de producción de aluminio."
ORE.BITUMINOUS_COAL.ADJECTIVE,,Bituminous coal,De carbón bituminoso
ORE.BITUMINOUS_COAL.NOUN,,Bituminous coal,Carbón bituminoso
ORE.BITUMINOUS_COAL.TOOLTIP,,This can be converted into {{ORE.COKE.NOUN}} using a {{FURNITURE.COKE_OVEN}}.,Esto se puede convertir en {{ORE.COKE.NOUN}} usando {{Furniture.COKE_Oven}}.
ORE.CASSITERITE.ADJECTIVE,,Cassiterite,De casiterita
ORE.CASSITERITE.NOUN,,Cassiterite,Casiterita
ORE.CASSITERITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.TIN.NOUN}}.,Mineral que se puede fundir para producir {{METAL.TIN.NOUN}}.
ORE.CHARCOAL.ADJECTIVE,,Charcoal,Carbón
ORE.CHARCOAL.NOUN,,Charcoal,Carbón
ORE.CHARCOAL.TOOLTIP,,{{FUEL.SACK}} produced from wooden {{RESOURCE.LOGS.PLURAL}}.,{{FUEL.SACK}} producido a partir de madera {{RESOURCE.LOGS.PLURAL}}.
ORE.CHRYSOCOLLA.ADJECTIVE,,Chrysocolla,Crisócola
ORE.CHRYSOCOLLA.NOUN,,Chrysocolla,Crisócola
ORE.CHRYSOCOLLA.TOOLTIP,,"Often confused with turquoise, it is actually an ore of {{METAL.COPPER}}.","A menudo confundido con turquesa, en realidad es un mineral de {{METAL.COPPER}}."
ORE.COKE.ADJECTIVE,,Coke,Coca
ORE.COKE.NOUN,,Coke,Coca
ORE.COKE.TOOLTIP,,A refined form of {{ORE.BITUMINOUS_COAL}} which can be used as {{FUEL.SACK}}.,Forma refinada de {{ORE.BUTMINOUS_COAL}} que se puede utilizar como {{FUEL.SACK}}.
ORE.GALENA.ADJECTIVE,,Galena,De galena
ORE.GALENA.NOUN,,Galena,Galena
ORE.GALENA.TOOLTIP,,An ore that can be smelted to produce {{METAL.SILVER}}.,Mineral que se puede fundir para producir {{METAL.SILVER}}.
ORE.HEMATITE.ADJECTIVE,,Hematite,De hematita
ORE.HEMATITE.NOUN,,Hematite,Hematita
ORE.HEMATITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.IRON}}.,Mineral que se puede fundir para producir {{METAL.IRON}}.
ORE.ILMENITE.ADJECTIVE,,Ilmenite,Ilmenita
ORE.ILMENITE.NOUN,,Ilmenite,Ilmenita
ORE.ILMENITE.TOOLTIP,,"Ilmenite is the primary ore of titanium. Unfortunately, a means of titanium production is yet to be discovered.","La ilmenita es el mineral primario de titanio. Lamentablemente, todavía no se ha descubierto un medio de producción de titanio."
ORE.MALACHITE.ADJECTIVE,,Malachite,De malaquita
ORE.MALACHITE.NOUN,,Malachite,Malaquita
ORE.MALACHITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.COPPER}}.,Mineral que se puede fundir para producir {{METAL.COPPER}}.
ORE.NATIVE_COPPER.ADJECTIVE,,Native copper,De cobre nativo
ORE.NATIVE_COPPER.NOUN,,Native copper,Cobre nativo
ORE.NATIVE_COPPER.TOOLTIP,,Naturally-occuring {{METAL.COPPER}} which must be smelted before use.,{{METAL.COPPER}} de ocurrencia natural que debe fundirse antes de su uso.
ORE.NATIVE_GOLD.ADJECTIVE,,Native gold,De oro nativo
ORE.NATIVE_GOLD.NOUN,,Native gold,Oro nativo
ORE.NATIVE_GOLD.TOOLTIP,,Naturally-occuring {{METAL.GOLD}} which must be smelted before use.,{{METAL.GOLD}} de ocurrencia natural que debe fundirse antes de su uso.
ORE.NATIVE_PLATINUM.ADJECTIVE,,Native platinum,Platino nativo
ORE.NATIVE_PLATINUM.NOUN,,Native platinum,Platino nativo
ORE.NATIVE_PLATINUM.TOOLTIP,,Naturally-occuring {{METAL.PLATINUM}} which must be smelted before use.,{{METAL.PLATINUM}} de ocurrencia natural que debe fundirse antes de su uso.
ORE.NATIVE_SILVER.ADJECTIVE,,Native silver,De plata nativa
ORE.NATIVE_SILVER.NOUN,,Native silver,Plata nativa
ORE.NATIVE_SILVER.TOOLTIP,,Naturally-occuring {{METAL.SILVER}} which must be smelted before use.,{{METAL.SILVER}} de ocurrencia natural que debe fundirse antes de su uso.
ORE.POLLUCITE.ADJECTIVE,,Pollucite,Contamincita
ORE.POLLUCITE.NOUN,,Pollucite,Contamincita
ORE.POLLUCITE.TOOLTIP,,"Pollucite is an ore of Caesium, which is currently too dangerous to produce. Particularly crazy dwarven metalsmiths are currently trying to find a reliable method of production.","La Pollucita es un mineral de Caesium, que actualmente es demasiado peligroso para producir. Los metaleros enanos particularmente locos están tratando de encontrar un método confiable de producción."
ORE.PYRITE.ADJECTIVE,,Fool's gold,El oro del tonto
ORE.PYRITE.NOUN,,Fool's gold,El oro del tonto
ORE.PYRITE.TOOLTIP,,"Also known as Pyrite, its pale-yellow appearance causes some to mistake it for gold. It has several uses when crushed, but care must be taken as it sparks when struck.","También conocida como Pirita, su aspecto amarillo pálido hace que algunos la confundan con oro. Tiene varios usos cuando se tritura, pero se debe tener cuidado ya que chispa cuando se golpea."
ORE.THORIUM.ADJECTIVE,,Thorium,Torio
ORE.THORIUM.NOUN,,Thorium,Torio
ORE.THORIUM.TOOLTIP,,A silvery metallic ore which turns black when exposed to air. It is strangely warm to the touch.,Un mineral metálico plateado que se vuelve negro cuando se expone al aire. Es extrañamente cálido al tacto.
ORE.WOLFRAMITE.ADJECTIVE,,Wolframite,Wolframita
ORE.WOLFRAMITE.NOUN,,Wolframite,Wolframita
ORE.WOLFRAMITE.TOOLTIP,,A metallic ore which complicates the smelting of tin. It has too high a melting point to be smelted with normal processes.,Un mineral metálico que complica la fundición de estaño. Tiene un punto de fusión demasiado alto para ser fundido con procesos normales.

OTHER.BRICK.NOUN,,Brick,Ladrillo
OTHER.CLAY_SOIL.NOUN,,Clay soil,Arcilla
OTHER.GRASS.NOUN,,,Hierba

PRIORITY.DISABLED,,Disabled,
PRIORITY.HIGHER,,Higher,
PRIORITY.HIGHEST,,Highest,
PRIORITY.LOWER,,Lower,
PRIORITY.LOWEST,,Lowest,
PRIORITY.NORMAL,,Normal,

PRIVACY.OPT_IN.ACCEPT_BUTTON,,I accept,Acepto
PRIVACY.OPT_IN.DO_NOT_ACCEPT_BUTTON,,Disable reporting,Deshabilitar informes
PRIVACY.OPT_IN.LINE_1,,King under the Mountain is in active development. To help,King under the Mountain está en desarrollo activo. Para ayudar
PRIVACY.OPT_IN.LINE_10,,- The stack trace of the exception which caused the crash,- El seguimiento de la pila de la excepción que causó el bloqueo
PRIVACY.OPT_IN.LINE_2,,"diagnose and fix bugs, please click ""I accept"" below to","diagnosticar y corregir errores, haga clic en «Acepto» a continuación para"
PRIVACY.OPT_IN.LINE_3,,send anonymous crash reports automatically.,enviar informes anónimos de bloqueo automáticamente.
PRIVACY.OPT_IN.LINE_4,," "," "
PRIVACY.OPT_IN.LINE_5,,This is made up of only the following data:,Esto se compone solo de los siguientes datos:
PRIVACY.OPT_IN.LINE_6,,- The version of the game client,- La versión del cliente del juego
PRIVACY.OPT_IN.LINE_7,,- Your operating system,- Su sistema operativo
PRIVACY.OPT_IN.LINE_8,,- Your graphics card and display settings,- Configuración de la tarjeta gráfica y la pantalla
PRIVACY.OPT_IN.LINE_9,,- Your options settings,- Configuración de sus opciones

PRODUCT.ANVIL,,Anvil,Yunque
PRODUCT.ANVIL.TOOLTIP,,A large block of metal used to hammer heated metal into shape. Required to construct a {{FURNITURE.FORGE}.,Un gran bloque de metal utilizado para martillar metal calentado en forma. Necesario para construir un {{Furniture.FORGE}.
PRODUCT.BARREL.HOOPS,,Barrel hoops,Aros para barril
PRODUCT.BARREL.HOOPS.TOOLTIP,,Metal hoops used to construct a {{PRODUCT.BARREL.NOUN}}. Also used in some machinery.,Aros metálicos utilizados para construir un {{PRODUCT.BARREL.NOUN}}. También se utiliza en algunas máquinas.
PRODUCT.BARREL.NOUN,,Barrel,Barril
PRODUCT.BARREL.PLURAL,,Barrels,Barriles
PRODUCT.BARREL.STAVES,,Barrel staves,Duelas para barril
PRODUCT.BARREL.STAVES.TOOLTIP,,Curved wooden planks used to construct a {{PRODUCT.BARREL.NOUN}}.,Tablas de madera curvadas utilizadas para construir un {{PRODUCT.BARREL.NOUN}}.
PRODUCT.BARREL.TOOLTIP,,A cylindrical container for liquids. The curved shape makes it easier to roll around.,Un recipiente cilíndrico para líquidos. La forma curva hace que sea más fácil de rodar.
PRODUCT.BOWL,A bowl for eating from,Bowl,Cuenco
PRODUCT.BOWL.DESCRIPTION,E.g. “Bowl of vegetable soup”,Bowl of {{cooking.soup.description}},Cuenco de {{cooking.soup.description}}
PRODUCT.BREAD.DOUGH.NOUN,,Dough,Masa
PRODUCT.BREAD.DOUGH.PLURAL,,Dough,Masa
PRODUCT.BREAD.DOUGH.TOOLTIP,,A mix of ingredients that can be baked into {{PRODUCT.BREAD.LOAF.PLURAL}} using an {{FURNITURE.BAKING_OVEN}}.,Mezcla de ingredientes que se puede hornear en {{PRODUCT.BREAD.LOAF.PLURAL}} usando {{Furniture.BAKING_Oven}}.
PRODUCT.BREAD.LOAF.NOUN,Translations incorrect and need fixing,Bread loaf,Pan
PRODUCT.BREAD.LOAF.PLURAL,Translations incorrect and need fixing,Bread loaves,Pan
PRODUCT.BREAD.LOAF.TOOLTIP,,"Prepared bread, ready to eat!","¡Pan preparado, listo para comer!"
PRODUCT.BUCKET.NOUN,,Bucket,Cubo
PRODUCT.BUCKET.PLURAL,,Buckets,Cubetas
PRODUCT.BUCKET.TOOLTIP,,A small container used to move liquids around by hand.,Un pequeño recipiente utilizado para mover líquidos a mano.
PRODUCT.CAULDRON,A large metal pot for cooking (common with Halloween),Cauldron,Caldero
PRODUCT.CAULDRON.TOOLTIP,,"Used by a {{PROFESSION.CHEF}} to prepare soup in a {{ROOMS.KITCHEN}}, where it is then moved to a {{ROOMS.FEASTING_HALL}}.","Utilizado por {{PROFESSION.CHEF}} para preparar sopa en un {{ROOMS.KITCHEN}}, donde luego se mueve a un {{ROOMS.FEASTING_HALL}}."
PRODUCT.LIQUID.TANK,,Tank,
PRODUCT.LIQUID.TANK.TOOLTIP,,"This is a metal container used to store liquids, which must be crafted at the {{FURNITURE.FORGE}}.",
PRODUCT.MILLSTONE,,Millstone,Muela
PRODUCT.MILLSTONE.TOOLTIP,,Two large stone discs that are ground together to mill harvested crops. Used to construct a {{FURNITURE.FLOUR_MILL}}.,Dos grandes discos de piedra que se muelen juntos para moler los cultivos cosechados. Se utiliza para construir un {{Furniture.Flour_MILL}}.
PRODUCT.RATION.NOUN,,Ration,Ración
PRODUCT.RATION.PLURAL,,Rations,Raciones
PRODUCT.RATION.TOOLTIP,,"These will last a long time to feed your settlers, but you will need other sources of food as a priority.","Estos durarán mucho tiempo para alimentar a sus colonos, pero necesitarán otras fuentes de alimentos como prioridad."

PROFESSION.BAKER.VERB,,Baking,Horneando
PROFESSION.BLACKSMITH.FEMALE_NOUN,,Blacksmith,Herrera
PROFESSION.BLACKSMITH.MALE_NOUN,,Blacksmith,Herrero
PROFESSION.BLACKSMITH.TOOLTIP,,Crafts items using metal and also produces metal from ore.,Artesanía artículos usando metal y también produce metal a partir de mineral.
PROFESSION.BLACKSMITH.VERB,,Forging,Forjando
PROFESSION.BREWER.FEMALE_NOUN,,Brewer,
PROFESSION.BREWER.MALE_NOUN,,Brewer,
PROFESSION.BREWER.TOOLTIP,,Produces beer in a {{ROOMS.BREWERY}}.,
PROFESSION.BREWER.VERB,,Brewing,
PROFESSION.CARPENTER.FEMALE_NOUN,,Carpenter,Carpintera
PROFESSION.CARPENTER.MALE_NOUN,,Carpenter,Carpintero
PROFESSION.CARPENTER.TOOLTIP,,Creates wooden furniture and items.,Crea muebles y objetos de madera.
PROFESSION.CARPENTER.VERB,,Crafting,Fabricando
PROFESSION.CHEF.FEMALE_NOUN,,Chef,Cocinera
PROFESSION.CHEF.MALE_NOUN,,Chef,Cocinero
PROFESSION.CHEF.TOOLTIP,,Prepares all of the food to be consumed by your settlers.,Prepara toda la comida para ser consumida por tus colonos.
PROFESSION.CHEF.VERB,,Cooking,Cocinando
PROFESSION.FARMER.FEMALE_NOUN,,Farmer,Granjera
PROFESSION.FARMER.MALE_NOUN,,Farmer,Granjero
PROFESSION.FARMER.PLURAL,,Farmers,Granjeros
PROFESSION.FARMER.TOOLTIP,,"Plants, tends and harvests crops.","Planta, cuida y cosecha cultivos."
PROFESSION.FARMER.VERB,,Farming,Cosechando
PROFESSION.FISHER.FEMALE_NOUN,This could be “fisherman” and “fisherwoman”,Fisher,Pescadora
PROFESSION.FISHER.MALE_NOUN,,Fisher,Pescador
PROFESSION.FISHER.TOOLTIP,,Catches fish from bodies of water for use as food and resources.,Captura peces de las masas de agua para su uso como alimento y recursos.
PROFESSION.FISHER.VERB,,Fishing,Pescando
PROFESSION.HUNTER.FEMALE_NOUN,This could be “huntsman” and “huntress”,Hunter,Cazadora
PROFESSION.HUNTER.MALE_NOUN,,Hunter,Cazador
PROFESSION.HUNTER.TOOLTIP,,Tracks and kills wild animals for their meat and pelts.,Rastrea y mata animales salvajes por su carne y pieles.
PROFESSION.HUNTER.VERB,,Hunting,Cazando
PROFESSION.MAYOR.FEMALE_NOUN,"In English at least, “mayoress” is incorrect",Mayor,Alcaldesa
PROFESSION.MAYOR.MALE_NOUN,,Mayor,Alcalde
PROFESSION.MAYOR.VERB,,Governing,Gobernando
PROFESSION.MERCHANT.FEMALE_NOUN,,Merchant,Comerciante
PROFESSION.MERCHANT.MALE_NOUN,,Merchant,Comerciante
PROFESSION.MERCHANT.VERB,,Trading,Comerciando
PROFESSION.MILLER.VERB,"Not a fully implemented profession, just used to describe “Milling flour”",Milling,Fresado
PROFESSION.MINER.FEMALE_NOUN,,Miner,Minera
PROFESSION.MINER.MALE_NOUN,,Miner,Minero
PROFESSION.MINER.TOOLTIP,,Excavates new areas using a {{TOOL.PICKAXE}}.,Excava nuevas áreas usando {{TOOL.PICKAXE}}.
PROFESSION.MINER.VERB,,Mining,Excavando
PROFESSION.NOBLE.FEMALE_NOUN,,Noble,Aristócrata
PROFESSION.NOBLE.MALE_NOUN,,Noble,Aristócrata
PROFESSION.NOBLE.TOOLTIP,,"Nobles do not fulfil jobs in the same way as common settlers, but bring fame and prestige to your settlement.","Los nobles no cumplen los trabajos de la misma manera que los colonos comunes, sino que traen fama y prestigio a su asentamiento."
PROFESSION.NOBLE.VERB,,Reigning,Reinando
PROFESSION.RUNESMITH.FEMALE_NOUN,from “runes” and “blacksmith”,Runesmith,Runista
PROFESSION.RUNESMITH.MALE_NOUN,"This is an invented term for the game, but should be derived",Runesmith,Runista
PROFESSION.RUNESMITH.TOOLTIP,,"Enchants weapons, armour and items with magical runes to boost their abilities.","Encantar armas, armaduras y objetos con runas mágicas para aumentar sus habilidades."
PROFESSION.RUNESMITH.VERB,,Enchanting,Hechizando
PROFESSION.STONEMASON.FEMALE_NOUN,,Stonemason,Cinceladora
PROFESSION.STONEMASON.MALE_NOUN,,Stonemason,Cincelador
PROFESSION.STONEMASON.TOOLTIP,,Crafts furniture and items from stone.,Artesanía muebles y artículos de piedra.
PROFESSION.STONEMASON.VERB,,Sculpting,Esculpiendo
PROFESSION.TINKERER.FEMALE_NOUN,,Tinker,Hojalatera
PROFESSION.TINKERER.MALE_NOUN,,Tinker,Hojalatero
PROFESSION.TINKERER.VERB,,Tinkering,Fabricando
PROFESSION.VILLAGER.FEMALE_NOUN,,Villager,Aldeana
PROFESSION.VILLAGER.MALE_NOUN,,Villager,Aldeano
PROFESSION.VILLAGER.TOOLTIP,,This settler does not have any specific professions and will fulfil any mundane tasks like hauling items.,Este colono no tiene ninguna profesión específica y cumplirá tareas mundanas como transportar objetos.
PROFESSION.VILLAGER.VERB,,Working,Trabajando
PROFESSION.WOODCUTTER.FEMALE_NOUN,This could be “lumberjack” and “lumberjane”,Woodcutter,Leñadora
PROFESSION.WOODCUTTER.MALE_NOUN,,Woodcutter,Leñador
PROFESSION.WOODCUTTER.TOOLTIP,,Cuts down trees as lumber that can be used in a {{ROOMS.SAWMILL}}.,Corta árboles como madera que se puede utilizar en un {{ROOMS.SAWMILL}}.
PROFESSION.WOODCUTTER.VERB,,Chopping,Talando

QUOTA.FIXED_AMOUNT,,in total,
QUOTA.PER_SETTLER,,per settler,

RACE.DWARF.FEMALE_ADJECTIVE,,Dwarven,Enana
RACE.DWARF.FEMALE_NOUN,,Dwarf,Enana
RACE.DWARF.FEMALE_PLURAL,,Dwarves,Enanas
RACE.DWARF.MALE_ADJECTIVE,,Dwarven,Enano
RACE.DWARF.MALE_NOUN,The male and female forms are only for languages that need them,Dwarf,Enano
RACE.DWARF.MALE_PLURAL,Note that I'm going with Tolkein's spelling of “dwarves” rather than “dwarfs”,Dwarves,Enanos
RACE.DWARF.TOOLTIP,,Dwarves are short and stocky humanoids. They are masters of working with stone and metal. Most dwarves distrust the sky and prefer to stay underground.,Los enanos son humanoides cortos y gruesos. Son maestros de trabajar con piedra y metal. La mayoría de los enanos desconfían del cielo y prefieren permanecer bajo tierra.

RESOURCE.CRUSHED.VITRIOL.NOUN,,Vitriol,Vitriol
RESOURCE.CRUSHED.VITRIOL.PLURAL,,Vitriol,Vitriol
RESOURCE.CRUSHED.VITRIOL.TOOLTIP,,A salt of sulphuric acid with many uses in industry. (Usages of vitriol are not yet implemented in King under the Mountain),Una sal de ácido sulfúrico con muchos usos en la industria. (Los usos del vitriol aún no se implementan en King under the Mountain)
RESOURCE.FLOUR.SACK.NOUN,,Flour,Harina
RESOURCE.FLOUR.SACK.PLURAL,,Flour,Harina
RESOURCE.FLOUR.SACK.TOOLTIP,,Grain that has been milled into a fine powder ready to be used as an ingredient in the production of food.,Grano que ha sido molido en un polvo fino listo para ser utilizado como ingrediente en la producción de alimentos.
RESOURCE.GEM.NOUN,,Gem,Gema
RESOURCE.GEM.PLURAL,,Gems,Gemas
RESOURCE.GEM.TOOLTIP,,Gems that have been cut and polished to enhance their beauty. Most commonly used as ornamentation.,Gemas que han sido cortadas y pulidas para realzar su belleza. Más comúnmente utilizado como ornamentación.
RESOURCE.GEMS.UNREFINED.NOUN,,Uncut gem,Gema en bruto
RESOURCE.GEMS.UNREFINED.PLURAL,,Uncut gems,Gemas en bruto
RESOURCE.GEMS.UNREFINED.TOOLTIP,,A hunk of rock containing gems ready to be cut and polished.,Un trozo de roca que contiene gemas listas para ser cortadas y pulidas.
RESOURCE.LOGS.NOUN,,Log,Tronco
RESOURCE.LOGS.PLURAL,,Logs,Troncos
RESOURCE.LOGS.TOOLTIP,,"Sections of a tree that are most commonly prepared into {{RESOURCE.PLANKS.PLURAL}}, but have other uses as well.","Secciones de un árbol que se preparan con mayor frecuencia en {{RESOURCE.PLANKS.PLURAL}}, pero que también tienen otros usos."
RESOURCE.METAL.BLOOM.NOUN,,Bloom,Bloom
RESOURCE.METAL.BLOOM.PLURAL,,Blooms,Florece
RESOURCE.METAL.BLOOM.TOOLTIP,,A lump of metal mixed with slag which must be hammered into a usable form.,Un trozo de metal mezclado con escoria que debe ser martillado en una forma utilizable.
RESOURCE.METAL.INGOT.NOUN,,Ingot,Lingote
RESOURCE.METAL.INGOT.PLURAL,,Ingots,Lingotes
RESOURCE.METAL.INGOT.TOOLTIP,,"Refined metal blocks, ready to be used as a crafting ingredient.","Bloques de metal refinados, listos para ser utilizados como ingrediente artesanal."
RESOURCE.METAL.PLATE.NOUN,,Plate,Plato
RESOURCE.METAL.PLATE.PLURAL,,Plates,Platos
RESOURCE.METAL.PLATE.TOOLTIP,,"Large, flat plates that are used in some of the larger machinery.",Placas grandes y planas que se utilizan en algunas de las máquinas más grandes.
RESOURCE.MUSHROOM.LOG.NOUN,,Mushroom log,Troncos de setas
RESOURCE.MUSHROOM.LOG.PLURAL,,Mushroom logs,Troncos de setas
RESOURCE.MUSHROOM.LOG.TOOLTIP,,A log that has been infused with {{INGREDIENT.MUSHROOM.SPAWN.NOUN}}. The body of the log itself is where the mushrooms draw nutrients from. It requires dousing in a {{FURNITURE.MUSHROOM_SHOCK_TANK}} after becoming fully innoculated.,Un registro que se ha infundido con {{IngreDIENT.MUSHROOM.SPAWN.NOUN}}. El cuerpo del tronco en sí es de donde los hongos extraen nutrientes. Requiere rociar en un {{Furniture.MUSHROOM_SHOCK_TANK}} después de ser completamente inocuo.
RESOURCE.MUSHROOM.LUMBER.NOUN,,Log,Tronco
RESOURCE.MUSHROOM.LUMBER.PLURAL,,Logs,Troncos
RESOURCE.MUSHROOM.LUMBER.TOOLTIP,,Sections of a giant mushroom that can be used in the same way as wooden {{RESOURCE.LOGS.PLURAL}}.,Secciones de un hongo gigante que se pueden utilizar de la misma manera que madera {{RESOURCE.LOGS.PLURAL}}.
RESOURCE.ORE.CRUSHED.NOUN,,Crushed ore,Mineral triturado
RESOURCE.ORE.CRUSHED.PLURAL,,Crushed ore,Mineral triturado
RESOURCE.ORE.CRUSHED.TOOLTIP,,"A metallic sand created by breaking down raw metal ore, ready for use in a {{FURNITURE.BLOOMERY_FURNACE}}.","Una arena metálica creada por la descomposición del mineral de metal crudo, lista para su uso en un {{Furniture.BLOOMERY_FURENT}}."
RESOURCE.ORE.UNREFINED.NOUN,,Ore,Mineral
RESOURCE.ORE.UNREFINED.PLURAL,,Ore,Minerales
RESOURCE.ORE.UNREFINED.TOOLTIP,,Stone that contains metallic ores which can be processed into usable metal.,Piedra que contiene minerales metálicos que pueden transformarse en metal utilizable.
RESOURCE.PLANKS.NOUN,,Plank,Tabla
RESOURCE.PLANKS.PLURAL,,Planks,Tablas
RESOURCE.PLANKS.TOOLTIP,,Sections of wood of a fixed size so they can be easily used in constructions and crafting.,Secciones de madera de tamaño fijo para que se puedan utilizar fácilmente en construcciones y manualidades.
RESOURCE.SHOCKED.MUSHROOM.LOG.NOUN,,Mushroom log,Troncos de setas
RESOURCE.SHOCKED.MUSHROOM.LOG.PLURAL,,Mushroom logs,Troncos de setas
RESOURCE.SHOCKED.MUSHROOM.LOG.TOOLTIP,,This mushroom-infused log has been “shocked” in water to encourage the mushrooms to develop and should produce a harvest soon.,Este tronco infundido con hongos ha sido «conmocionado» en el agua para alentar el desarrollo de los hongos y debería producir una cosecha pronto.
RESOURCE.STONE.BLOCK.NOUN,,Block,Bloque
RESOURCE.STONE.BLOCK.PLURAL,,Blocks,Bloques
RESOURCE.STONE.BLOCK.TOOLTIP,,Stone that has been shaped into a cube so that is can be easily used in construction or crafting.,Piedra que ha sido moldeada en un cubo para que se pueda utilizar fácilmente en la construcción o la artesanía.
RESOURCE.STONE.UNREFINED.NOUN,,Rough stone boulder,Peñasco
RESOURCE.STONE.UNREFINED.PLURAL,,Rough stone boulders,Peñascos
RESOURCE.STONE.UNREFINED.TOOLTIP,,A huge piece of stone that must be chiselled into a more useful shape by a {{PROFESSION.STONEMASON}}.,Una enorme pieza de piedra que debe ser cincelada en una forma más útil por un {{PROFESSION.STONEMASON}}.

ROOMS.BEDROOM,,Bedroom,Dormitorio
ROOMS.BEDROOM.TOOLTIP,,"A place for your settlers to sleep. They prefer to have individual bedrooms that are at least 9 tiles in size, and preferably at least 13 tiles in size.","Un lugar para que sus colonos duerman. Prefieren tener habitaciones individuales que tengan al menos 9 azulejos de tamaño, y preferiblemente al menos 13 azulejos de tamaño."
ROOMS.BREWERY,,Brewery,
ROOMS.BREWERY.TOOLTIP,,Brews beer for your settlers to enjoy! Other alcoholic beverages will be implemented in the future.,
ROOMS.BRIDGE,,Bridge,Puente
ROOMS.BRIDGE.TOOLTIP,,Placed across the river to allow access to the other side.,Situado al otro lado del río para permitir el acceso al otro lado.
ROOMS.CARPENTRY_WORKSHOP,,Carpentry workshop,Taller de carpintería
ROOMS.CARPENTRY_WORKSHOP.TOOLTIP,,This workshop produces most wooden tools and items.,Este taller produce la mayoría de herramientas y artículos de madera.
ROOMS.COMPONENT.STOCKPILE.DESCRIPTION,,{{allocated}} of {{total}} spaces currently in use,{{allocated}} de {{total}} espacios actualmente en uso
ROOMS.EARTHWORKS,,Earthworks,Movimiento de tierras
ROOMS.EARTHWORKS.TOOLTIP,,An outdoor area for large constructions.,Una zona exterior para grandes construcciones.
ROOMS.FARM,,Farm plot,Huerto
ROOMS.FARM.PLURAL,,Farm plots,Parcelas agrícolas
ROOMS.FARM.TOOLTIP,,Grows crops using {{INGREDIENT.SEEDS.PLURAL}}. Must be placed on {{MATERIAL_TYPE.EARTH.NOUN}}.,Crece cultivos usando {{Ingredient.SEEDS.PLURAL}}. Debe colocarse en {{MATERIAL_TYPE.EARTH.NOUN}}.
ROOMS.FEASTING_HALL,,Feasting hall,"Comedor "
ROOMS.FEASTING_HALL.TOOLTIP,,"A place for settlers to gather to eat, drink and be merry!","¡Un lugar para que los colonos se reúnan para comer, beber y alegrarse!"
ROOMS.GRAVEYARD,,Graveyard,Cementerio
ROOMS.GRAVEYARD.TOOLTIP,,Deceased settlers are laid to rest here.,Los colonos fallecidos descansan aquí.
ROOMS.KITCHEN,,Kitchen,Cocina
ROOMS.KITCHEN.TOOLTIP,,Most food is prepared here before being served in a {{ROOMS.FEASTING_HALL}}.,La mayoría de los alimentos se preparan aquí antes de ser servidos en un {{ROOMS.FEASTING_HALL}}.
ROOMS.MASONRY_WORKSHOP,,Masonry workshop,Taller de albañilería
ROOMS.MASONRY_WORKSHOP.TOOLTIP,,This workshop produces most items made out of stone.,Este taller produce la mayoría de los artículos hechos de piedra.
ROOMS.METALWORKS,,Metalworks,Metalúrgica
ROOMS.METALWORKS.TOOLTIP,,Metal ore is refined and used in crafting here.,El mineral de metal se refina y se utiliza en la fabricación aquí.
ROOMS.MUSHROOM_FARM,,Mushroom farm,Granja de setas
ROOMS.MUSHROOM_FARM.TOOLTIP,,Mushrooms can be grown using {{INGREDIENT.MUSHROOM.SPAWN.NOUN}} and wooden {{RESOURCE.LOGS.PLURAL}}.,Los hongos se pueden cultivar usando {{Ingredient.MUSHROOM.SPAWN.NOUN}} y madera {{RESOURCE.LOGS.PLURAL}}.
ROOMS.SAWMILL,,Sawmill,Aserradero
