KEY,NOTES,ENGLISH,TURKISH
HAPPINESS_MODIFIER.SLEPT_IN_SMALL_BEDROOM,,Slept in a cramped bedroom,Sıkış tıkış bir odada uyudu
HAPPINESS_MODIFIER.SLEPT_ON_GROUND,,Slept on rough ground,Schlief auf rauem Boden
HAPPINESS_MODIFIER.SLEPT_OUTSIDE,,Slept under the stars,Yıldızların altında uyudu
HAPPINESS_MODIFIER.TITLE,,Happiness:,Mutluluk:
HAPPINESS_MODIFIER.VERY_HUNGRY,,Very hungry,Çok aç
HAPPINESS_MODIFIER.VERY_THIRSTY,,Very thirsty,Aşırı susamış
HAPPINESS_MODIFIER.VERY_TIRED,,Extremely tired,Aşırı yorgun
HAPPINESS_MODIFIER.WORKED_IN_ENCLOSED_ROOM,,Worked in an enclosed room,
HAPPINESS_MODIFIER.WORKED_IN_RAIN,,Working in the rain,

HAULING.ASSIGNMENT.DESCRIPTION,,{{quantity}} assigned to {{targetDescription}},{{quantity}} atandı {{targetDescription}}

HINT.BUILD_PIPES.1,,"You can use this view to lay pipes between liquid inputs and outputs, as well as irrigation channels.",
HINT.BUILD_PIPES.2,,"These are placed below the ground, so make sure your settlers can access each tile from the side.",
HINT.BUILD_PIPES.3,,Furniture with a liquid input or output display a blue or green icon indicating if they are an input or output to the network.,
HINT.BUILD_POWER.1,,Use this view to link constructions that require power with mechanisms built from {{PRODUCT.STONE.GEAR.PLURAL}} and shafts.,
HINT.BUILD_POWER.2,,"These are placed below the ground, so make sure your settlers can access each tile from the side.",
HINT.BUILD_POWER.3,,Constructions which require or produce power will display a red or green icon indicating if they are an input or output to the network.,
HINT.BUILD_ROOFING.1,,"This view allows you to see which tiles are outside with no roof above them (light blue), and those which have had a roof built overhead (dark brown).",
HINT.BUILD_ROOFING.2,,"You can use the {{GUI.ROOFING.ADD}} and {{GUI.CANCEL_LABEL}} options to queue up roofing to be constructed, and {{GUI.DECONSTRUCT_LABEL}} to remove any existing roof tiles.",
HINT.BUILD_ROOFING.3,,A roof can only be constructed within 3 tiles of a wall or {{FURNITURE.PILLAR}}.,
HINT.BUTTON.DISABLE_ALL,,Disable all hints,Tüm ipuçlarını kapa
HINT.BUTTON.DISMISS,,Dismiss,Sav
HINT.BUTTON.HINTS_ONLY,,Hints only,Sadece İpuçları
HINT.BUTTON.NEXT,,Next,Sornaki
HINT.BUTTON.TUTORIAL,,Tutorial,Eğitim
HINT.OPEN_PRIORITY_MENU.1,,"You can use this menu to change the priority of jobs and tasks, so that higher priority jobs will be assigned before lower priority jobs.","Bu menüyü işlerin ve görevlerin önem sıralarını değiştirmek için kullanabilirsin. Bu sayede daha önemli işler, önemsiz işlerden önce atanır."
HINT.OPEN_PRIORITY_MENU.2,,"While the Priority menu is open, the priority icons are shown in the game world where there is a job or task to be performed, or where a room or item of furniture may create jobs in the future.","Öncelik menüsü açık iken, öncelik sembolleri yapılacak bir iş/görevin olduğu veya ileride bir iş/görev yaratabilecek eşya/oda alanlarda görünür hale gelir"
HINT.PROGRESS.HEADER,,Progress:,İlerleme:
HINT.TOOL_DEPLETED.AXE1,,Your settlement no longer has an {{TOOL.AXE}} available. You will no longer be able to chop down trees.,Yerleşke artık {{TOOL.AXE}} sahip değil. Artık ağaç kesemeyecek.
HINT.TOOL_DEPLETED.AXE2,,"More axes can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.WOODCUTTERS_BENCH}}.",Yeni baltalar {{FURNITURE.FORGE}} da üretilebilir. Eğer çalışan bir  {{FURNITURE.FORGE}} yok ise bir {{FURNITURE.WOODCUTTERS_BENCH}} den kurtulman gerekebilir.
HINT.TOOL_DEPLETED.CHISEL1,,Your settlement no longer has a {{TOOL.CHISEL}} available. This is required to construct stone furniture.,"Yerleşke taş mobilya yapmak için gerkeli olan {{TOOL.CHISEL}} sahip değil. "
HINT.TOOL_DEPLETED.CHISEL2,,"More chisels can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.STONEMASON_WORKBENCH}}.",Yeni baltalar {{FURNITURE.FORGE}} da üretilebilir. Eğer çalışan bir  {{FURNITURE.FORGE}} yok ise bir {{FURNITURE.STONEMASON_WORKBENCH}} den kurtulman gerekebilir.
HINT.TOOL_DEPLETED.PLANE1,,Your settlement no longer has a {{TOOL.PLANE}} available. This is required to construct wooden furniture.,"Yerleşke ahşap mobilya yapmak için gerkeli olan {{TOOL.PLANE}} sahip değil. "
HINT.TOOL_DEPLETED.PLANE2,,More planes can be crafted at the {{FURNITURE.CARPENTRY_WORKBENCH}} from a {{RESOURCE.PLANKS.NOUN}}.,Yeni baltalar {{FURNITURE.FORGE}} da üretilebilir. {{FURNITURE.CARPENTRY_WORKBENCH}} den {{RESOURCE.PLANKS.NOUN}}
HINT.TOOL_DEPLETED.SAW1,,Your settlement no longer has a {{TOOL.SAW}} available. This is required to build a {{FURNITURE.WOODCUTTERS_BENCH}} or {{FURNITURE.CARPENTRY_WORKBENCH}}.,Yerleşke {{FURNITURE.WOODCUTTERS_BENCH}} ve  {{FURNITURE.CARPENTRY_WORKBENCH}} inşa etmek için gerekli olan {{TOOL.SAW}} a sahip değil.
HINT.TOOL_DEPLETED.SAW2,,"More saws can be crafted at the {{FURNITURE.FORGE}}. If you do not have a {{FURNITURE.FORGE}} up and running, you may need to remove a {{FURNITURE.WOODCUTTERS_BENCH}} or {{FURNITURE.CARPENTRY_WORKBENCH}}.",Yeni baltalar {{FURNITURE.FORGE}} da üretilebilir. Eğer {{FURNITURE.FORGE}} yok ise {{FURNITURE.WOODCUTTERS_BENCH}} veya {{FURNITURE.CARPENTRY_WORKBENCH}} dan kurtulman gerekebilir.
HINT.WEAPON_SELECTION.1,,Use this view to select a type of weapon that the settler will keep in their inventory in case of combat.,
HINT.WEAPON_SELECTION.2,,It is strongly recommended you assign a ranged weapon such as a {{WEAPON.BOW}} or {{WEAPON.CROSSBOW}} to those settlers assigned as a {{PROFESSION.HUNTER}}.,
HINT.WEAPON_SELECTION.3,,Weapons which you do not have available are displayed in red.,
HINT.WELCOME.INTRO,,"Welcome to the world of King under the Mountain! This is an early alpha version of the game with many more features and gameplay elements still to be implemented. Your intrepid band of dwarven settlers have chosen this area to found a new colony of their kingdom. Provide food, shelter and prosperity for them and who knows, maybe one day this will be the capital of a kingdom of its own!","King Under The Mountain’a hoşgeldiniz. Bu versiyon daha birçok özellik ve öğeler eklenecek olan erken alfa sürümüdür. Cesur Cücelerden oluşan vatandaşlarınız krallığınız için yeni bir koloni kurmak için burayı seçti. Onlara yemek, kalacak yer ve refah sağla, kim bilir belki bir gün burası bir kendi krallığının başkenti olur!"
HINT.WELCOME.NEXT_STEPS,,"Click “Tutorial” to be guided through the basics, “Hints only” to skip the tutorial but be provided with info as you play, or “Disable all hints” to stop showing these messages.","Temel presip eğitimi için ""Eğitim"" , eğitimi geçmek ve sadece oynarken ipuçlarını görmek için  ""Sadece İpuçlarına"" veya tüm yardımları kapatmak için ""Tüm İpuçlarını Devredışı Bırak"" a tıklayın."
HINT.WELCOME.PRE_SPAWN,,"Start the game by selecting a location on the map with enough space, and clicking the '{{GUI.EMBARK.START}}' button.",

HUMANOID.BROKEN.DESCRIPTION,"E.g. “Urist McScrooge, insane dwarf”","{{name}}, {{madness.adjective}} {{race.noun}}","{{name}}, {{madness.adjective}} {{race.noun}}"
HUMANOID.DESCRIPTION,"E.g. “Urist McScrooge, Dwarven miner”","{{name}}, {{race.adjective}} {{profession.noun}}","{{name}}, {{race.adjective}} {{profession.noun}}"

INGREDIENT.DOUGH,To be combined with the above as “bread dough”,Dough,Hamur
INGREDIENT.FLOUR,,Flour,Un
INGREDIENT.LOAF,To be combined with the above as “bread loaf”,Loaf,Somun
INGREDIENT.LOAF.PLURAL,,Loaves,Somunlar
INGREDIENT.MALT.SACK.NOUN,,Malt,Malt
INGREDIENT.MALT.SACK.TOOLTIP,,This needs to be milled before it can be used further for brewing.,Bira yapımında kullanılmadan önce çekilmesi gerekiyor.
INGREDIENT.MILLED.MALT.SACK.NOUN,,Milled malt,Çekilmiş malt
INGREDIENT.MILLED.MALT.SACK.TOOLTIP,,This is combined with water in a {{FURNITURE.MASH_TUN}} to produce {{LIQUID.WORT}}.,Bu {{LIQUID.WORT}} üretmek için {{FURNITURE.MASH_TUN}} içerisinde su ile birleiştirilecek.
INGREDIENT.MUSHROOM.SPAWN.NOUN,,Mushroom spawn,Mantar özü
INGREDIENT.MUSHROOM.SPAWN.PLURAL,,Mushroom spawn,Mantar özü
INGREDIENT.MUSHROOM.SPAWN.TOOLTIP,,"Also known as mycelium, this can be thought of as “seeds” from which to grow mushrooms in a {{ROOMS.MUSHROOM_FARM}}.","Ayrıca miselyum olarakda bilinen mantar özü, mantarın {{ROOMS.MUSHROOM_FARM}} da büyüttüğümüz tohumu olarak da düşünülebilir."
INGREDIENT.SEEDS.NOUN,E.g. “Wheat seed”,Seed,Tohum
INGREDIENT.SEEDS.PLURAL,E.g. “4 wheat seeds”,Seeds,Tohumlar
INGREDIENT.SEEDS.TOOLTIP,,Seeds of the right type are required for planting in a {{ROOMS.FARM}}. They also need to be available in a {{STOCKPILE.GRANARY}} stockpile.,Uygun tohumların {{ROOMS.FARM}} a dikilmesi ve ayrıca {{STOCKPILE.GRANARY}} da mevcut olmaları gereklidir.
INGREDIENT.VEGETABLE.CRATE.NOUN,,Vegetable (crate),
INGREDIENT.VEGETABLE.CRATE.PLURAL,,Vegetables (crate),
INGREDIENT.VEGETABLE.SACK.NOUN,,Vegetable (sack),Çuval
INGREDIENT.VEGETABLE.SACK.PLURAL,,Vegetables (sack),

INVENTORY.CONTAINS.LABEL,This is the label of “inventory” to go above a list of items contained within a piece of furniture or held by a character,Inventory:,Envanter:

ITEM.DESCRIPTION,"E.g. “Iron axe”, “Beech wood fishing rod”, “3 marble blocks”",{{quantity_if_multiple}}{{materialType.adjective}} {{itemType.noun_or_plural}},"{{quantity_if_multiple}} {{materialType}} {{itemType.noun_or_plural}} "
ITEM.INGREDIENT.DESCRIPTION,E.g. “2 potatoes”,{{quantity_if_multiple}}{{materialType.noun_or_plural}},{{quantity_if_multiple}} {{materialType.noun_or_plural}}

ITEM_GROUP.FUEL.PLURAL,,Fuel,Yakıt
ITEM_GROUP.PRODUCT.PLURAL,,Products,Ürünler
ITEM_GROUP.RESOURCE.PLURAL,,Resources,Kaynaklar
ITEM_GROUP.TOOL.PLURAL,,Tools,Araçlar

LANGUAGE.LABEL,,Language,Dil

LIQUID.BEER.NOUN,,Beer,Bira
LIQUID.BEER.TOOLTIP,,"Beloved by dwarves, this will provide a substantial happiness bonus for a while. The only problem is that they will eventually require it to get through the working day.","Cüceler tarafından sevilir, tüketildiğinde geçici bir süre mutluluk bonusu sağlar. Tek sorun eninde sonunda işlerini tamamlamaları gerekecek olması."
LIQUID.HOPPED_WORT.NOUN,,Hopped wort,Şerbetçiotu
LIQUID.HOPPED_WORT.TOOLTIP,,This is the final stage of unfermented beer before it is placed in a {{FERMENTATION_TANK}} to produce drinkable beer.,Fermente edilmemiş biranın içilebilir bira elde etmek adına {{FERMENTATION_TANK}} konulmasındaki son adım.
LIQUID.WATER.NOUN,,Water,Su
LIQUID.WORT.NOUN,,Wort,Mayşe
LIQUID.WORT.TOOLTIP,,"This is unfermented beer, it requires {{VEGETABLE.HOPS}} to be added in a {{FURNITURE.BREW_KETTLE}} for flavour before it can be fermented.","Fermente edilmemiş bira. Fermente edilmeden önce armolanması için {{VEGETABLE.HOPS}}  {{FURNITURE.BREW_KETTLE}} içine konulması gerekir. "

MADNESS.BROKEN.ADJECTIVE,,Broken,Kırık
MADNESS.BROKEN.TOOLTIP,,"This settler was so unhappy that they have been pushed past the breaking point and will no longer work or even eat! ","Bu vatandaş uzun süredir mutsuzdu ve sonunda kırılma noktasına ulaştı, artık ne çalışıyor nede yemek yiyor."

MATERIAL,Used for specifying which material something is made out of,Material,Materyal

MATERIAL_TYPE,,Type,Tip
MATERIAL_TYPE.ANY,For allowing any kind of material to be used,Any,Hepsi
MATERIAL_TYPE.CLOTH.ADJECTIVE,," ",
MATERIAL_TYPE.CLOTH.NOUN,," ",
MATERIAL_TYPE.EARTH.ADJECTIVE,,Earthen,Topraktan
MATERIAL_TYPE.EARTH.NOUN,,Earth,Toprak
MATERIAL_TYPE.FOODSTUFF.NOUN,,Food,Yemek
MATERIAL_TYPE.GEM.NOUN,This is only used as a noun,Gem,Değerli Taş
MATERIAL_TYPE.METAL.ADJECTIVE,,Metallic,Metalik
MATERIAL_TYPE.METAL.NOUN,,Metal,Metal
MATERIAL_TYPE.ORE.NOUN,This is only used as a noun,Ore,Cevher
MATERIAL_TYPE.OTHER.NOUN,This isn't actually used in-game yet so won't be combined with other words,Other,Diğer
MATERIAL_TYPE.ROPE.ADJECTIVE,," ",
MATERIAL_TYPE.ROPE.NOUN,," ",
MATERIAL_TYPE.SEED.NOUN,For saying something is “made up of seed”,Seed,Tohumu
MATERIAL_TYPE.STONE.ADJECTIVE,,,"Taştan "
MATERIAL_TYPE.STONE.NOUN,,Stone,Taş
MATERIAL_TYPE.VEGETABLE.NOUN,Used to make up “Vegetable soup”,Vegetable,Sebze
MATERIAL_TYPE.VITRIOL.ADJECTIVE,,Vitriol of,Vitriol
MATERIAL_TYPE.VITRIOL.NOUN,,Vitriol,Vitriol
MATERIAL_TYPE.WOOD.ADJECTIVE,,Wooden,Tahtadan
MATERIAL_TYPE.WOOD.NOUN,,Wood,Tahta

MEAT.BOAR_MEAT,,Boar,
MEAT.CARP_MEAT.NOUN,,Carp,
MEAT.CARP_MEAT.PLURAL,,Carp,
MEAT.DEER_MEAT,,Deer,
MEAT.DWARF_FLESH,,Dwarf flesh,
MEAT.ELEPHANT_MEAT,,Elephant,
MEAT.FOX_MEAT,,Fox,
MEAT.PERCH_MEAT.NOUN,,Perch,
MEAT.PERCH_MEAT.PLURAL,,Perch,
MEAT.PIKE_MEAT.NOUN,,Pike,
MEAT.PIKE_MEAT.PLURAL,,Pike,

MECHANISM.FURNITURE.CONSUMING_POWER,,Working - consuming {{power}} power,
MECHANISM.FURNITURE.CRAFTING_STATION_REQUIRES_POWER,,Working very slowly - not enough power,
MECHANISM.FURNITURE.CRAFTING_STATION_REQUIRES_POWER.TOOLTIP,,This furniture requires an underground power connection to a power-producer such as a {{FURNITURE.WINDMILL}} or {{FURNITURE.WATERWHEEL}}.,
MECHANISM.FURNITURE.PRODUCING_POWER,,Working - producing {{power}} power,
MECHANISM.FURNITURE.REQUIRES_OUTSIDE_PLACEMENT,,This must be outside to function correctly,
MECHANISM.FURNITURE.REQUIRES_POWER,,Disabled - not enough power,
MECHANISM.FURNITURE.REQUIRES_POWER.TOOLTIP,,This furniture requires an underground power connection to a power-producer such as a {{FURNITURE.WINDMILL}} or {{FURNITURE.WATERWHEEL}}.,
MECHANISM.FURNITURE.REQUIRES_POWER_GRID,,Disabled - connect to an underground power connection,
MECHANISM.FURNITURE.REQUIRES_POWER_GRID.TOOLTIP,,This furniture requires an underground power connection - see the {{GUI.BUILD.POWER}} option in the {{GUI.BUILD_LABEL}} menu.,
MECHANISM.STONE.GEAR.NOUN,,Gear assembly,
MECHANISM.STONE.GEAR.TOOLTIP,,This contraption links up mechanical power in all 4 directions.,
MECHANISM.WOODEN.SHAFT.NOUN,,Shaft,
MECHANISM.WOODEN.SHAFT.TOOLTIP,,A wooden shaft links mechanical power in 2 directions.,

MENU.CONTINUE_GAME,,Continue game,Oyuna Devam Et
MENU.LOAD_GAME,,Load game,
MENU.MODS,,Mods,Modlar
MENU.NEW_GAME,,Start new game,Yeni Oyun Başlat
MENU.OPTIONS,,Options,Ayarlar
MENU.QUIT,,Quit,Çıkış
MENU.TOGGLE_FULLSCREEN,,Toggle fullscreen,Tam ekran yap

METAL.BRONZE.ADJECTIVE,,Bronze,Bronz
METAL.BRONZE.NOUN,,Bronze,Bronz
METAL.BRONZE.TOOLTIP,,Bronze is an alloy of copper and tin. It is harder and much more durable than copper alone. (Alloys have not yet been implemented in King under the Mountain),Bronz bir bakır ve kalay alaşımıdır. Bakıra nazaran çok daha sağlam ve dayanıklıdır. (Alaşımlar henüz King Under the Mountain'a eklenmedi)
METAL.COPPER.ADJECTIVE,,Copper,Bakır
METAL.COPPER.NOUN,,Copper,Bakır
METAL.COPPER.TOOLTIP,,"As well as occuring naturally as {{ORE.NATIVE_COPPER.NOUN}}, it is also easy to smelt from {{ORE.MALACHITE.NOUN}} ore. Copper has many uses, particularly in coinage, though it is not hard enough to create effective weapons.","{{ORE.NATIVE_COPPER.NOUN}}  doğada bulunmanın yanı sıra,  {{ORE.MALACHITE.NOUN}} eritilerek de elde edilebilir. Bakır, iyi bir silah elde edilememesine rağmen özellikle bozuk para yapımı gibi bir çok alanda kullanılabilir."
METAL.COPPER_PATINA.ADJECTIVE,,Copper,
METAL.COPPER_PATINA.NOUN,,Copper (Patina),
METAL.COPPER_PATINA.TOOLTIP,,{{METAL.COPPER.TOOLTIP}},
METAL.GOLD.ADJECTIVE,,Golden,Altın
METAL.GOLD.NOUN,,Gold,Altın
METAL.GOLD.TOOLTIP,,"The king of metals. Although it is not the rarest or most valuable, gold is the most coveted metal by most races – particularly dwarves.","Metallerin kralı. Her ne kadar en nadiri veya en değerlisi olmasada, altın Cüceler başta olmak üzere tüm ırklar tarafından en çok arzulanan metal."
METAL.IRON.ADJECTIVE,,Iron,Demir
METAL.IRON.NOUN,,Iron,Demir
METAL.IRON.TOOLTIP,,It is a poor military which does not have access to iron. Dwarven metalsmiths know the secrets of working this into {{METAL.STEEL.NOUN}}.,"Demiri olmayan bir ordu, zayıf bir ordudur. Cüce demircileri bu cevheri {{METAL.STEEL.NOUN}} çevirmenin sırların vakıflar."
METAL.PLATINUM.ADJECTIVE,,Platinum,Platin
METAL.PLATINUM.NOUN,,Platinum,Platin
METAL.PLATINUM.TOOLTIP,,A silver-white metal that is highly resistant to corrosion. Platinum is rarer and therefore more valuable than {{METAL.GOLD.NOUN}}.,"Paslanmaya karşı dayanıklı, beyaz gümüş renge sahip bir metal. Platin {{METAL.GOLD.NOUN}} daha nadir ve bu yüzden de daha değerlidir. "
METAL.RUSTED_IRON.ADJECTIVE,,Rusted iron,
METAL.RUSTED_IRON.NOUN,,Rust,
METAL.RUSTED_IRON.TOOLTIP,,Iron turns to rust when exposed to rain for a long period. Eventually this will decay completely!,
METAL.SILVER.ADJECTIVE,,Silver,Gümüş
METAL.SILVER.NOUN,,Silver,Gümüş
METAL.SILVER.TOOLTIP,,"Like {{METAL.GOLD.NOUN}}, silver is often used for coinage and as solid bars for the trading of wealth. ","{{METAL.GOLD.NOUN}} gibi, gümüşde genellikle madeni para yapımında ve külçeler halinde ticarette kullanılır."
METAL.STEEL.ADJECTIVE,,Steel,Çelik
METAL.STEEL.NOUN,,Steel,Çelik
METAL.STEEL.TOOLTIP,,"Far stronger than {{METAL.IRON.NOUN}} which makes for superior weapons and tools, only the dwarves know the secret of creating steel.","{{METAL.IRON.NOUN}} çok daha sağlamdır. Bu yüzden silah ve eşya yapımında rağbet görür, nasıl elde edildiği sadece cüceler tarafından bilinmektedir."
METAL.TIN.ADJECTIVE,,Tin,Kalay
METAL.TIN.NOUN,,Tin,Kalay
METAL.TIN.TOOLTIP,,Tin can be smelted from {{ORE.CASSITERITE.NOUN}} and alloyed with {{METAL.COPPER.NOUN}} to produce {{METAL.BRONZE.NOUN}}. (Alloys have not yet been implemented in King under the Mountain),Kalay {{ORE.CASSITERITE.NOUN}} eritilmesi elde edilebilir. {{METAL.COPPER.NOUN}} ile alaşımlanır ise  {{METAL.BRONZE.NOUN}} üretilebilir. (Alaşımlar King Under the Mountain'a eklenmedi)

MODS.APPLY,,Apply,Uygula
MODS.COMPATIBILITY.COMPATIBLE,,Yes,Evet
MODS.COMPATIBILITY.INCOMPATIBLE,,No,Hayır
MODS.COMPATIBILITY.UNKNOWN,,Unknown,Bilinmeyen
MODS.MISSING_MODS_DIALOG_TEXT,,This save file was last used while the following mods were active. These mods are now missing or disabled so the save may not load correctly.,Bu kayıt dosyası en son kullanıldığında ekteki modlar etkindi. Şu anda bu modlar etkin değil veya kayıp. Bu nedenle kayıt düzgün yüklenemeyebilir.
MODS.MISSING_MODS_SAVE_EXCEPTION_DIALOG_TEXT,,"The save file could not be loaded because either it is incompatible with this version of the game, or because some mods have been disabled or removed since this save was last loaded. The following mods were expected but are no longer active:","Kayıt dosyası en son yüklendiğinde bulunan bazı modların silinmesi, devredışı bırakılması veya versiyonlarının oyunun bu versiyonuna uygun olmamasından dolayı yüklenemedi. Ekteki modlar artık aktif değiller ancak aktif olmaları bekleniyor."
MODS.TABLE.COMPATIBILITY,,Compatible?,Uyumlu?
MODS.TABLE.ENABLED,,Enabled?,Devrede?
MODS.TABLE.NAME,,Mod Name,Mod İsmi
MODS.TABLE.ORDERING,,Re-order,Yeniden Sırala
MODS.TABLE.VERSION,,Mod Version,Mod Versiyonu

MUSHROOM.DESCRIPTION,E.g. “Toadstool mushroom”,{{materialType.noun}},{{materialType.noun}}

NEEDS.DRINK,,Drink,İç
NEEDS.FOOD,,Food,Ye
NEEDS.SLEEP,,Sleep,Uyu

NOTIFICATION.AREA_REVEALED.DESCRIPTION,,Your miners have discovered a new area!,Madencilerin yeni bir alan keşfetti!
NOTIFICATION.AREA_REVEALED.TITLE,,Exploration,Keşif
NOTIFICATION.DEATH.DESCRIPTION,,"{{character}}, has died due to {{reason}}.","{{character}} , {{reason}} dolayı öldü."
NOTIFICATION.DEATH.SHORT_DESCRIPTION,,Died due to {{reason}},{{reason}} dolayı öldü
NOTIFICATION.DEATH.TITLE,,Settler death,Vatandaş ölümü
NOTIFICATION.FIRE_STARTED.DESCRIPTION,,A fire has broken out in your settlement!,
NOTIFICATION.FIRE_STARTED.TITLE,,Fire!,
NOTIFICATION.FISH_EXHAUSTED.DESCRIPTION,,You have over-fished the river to such an extent that there are no more fish left. You will have to wait until the spawning season next spring for the fish to return.,
NOTIFICATION.FISH_EXHAUSTED.TITLE,,Fish depopulated,
NOTIFICATION.GAME_OVER.DESCRIPTION,,All things must come to an end. Your settlement lies abandoned.,Her güzel şeyin bir sonu var. Yerleşken terk edildi.
NOTIFICATION.GAME_OVER.TITLE,,Game Over,Oyun Bitti
NOTIFICATION.IMMIGRANTS_ARRIVED.DESCRIPTION,,The prosperity of your settlement has attracted a number of new immigrants to boost your population.,Yerleşkenin refahı nüfusunu arttıracak yeni göçmenleri cezbetti.
NOTIFICATION.IMMIGRANTS_ARRIVED.TITLE,,Immigration,Göçmenlik
NOTIFICATION.MINING_COLLAPSE.DESCRIPTION,,An area has caved in due to a lack of pillars and supports.,Bir bölge yetersiz sütun ve destek olmadığı için çöktü.
NOTIFICATION.MINING_COLLAPSE.TITLE,,Mining collapse,Maden Göçüğü
NOTIFICATION.OXIDISATION_DESTRUCTION.DESCRIPTION,,An item or piece of furniture has been destroyed due to prolonged exposure to rain.\nSome materials such as iron and steel should not be left outside for a long period.,
NOTIFICATION.OXIDISATION_DESTRUCTION.TITLE,,Rusted away,
NOTIFICATION.ROOFING_COLLAPSE.DESCRIPTION,,A roof has collapsed due to a lack of pillars and supports.,
NOTIFICATION.ROOFING_COLLAPSE.TITLE,,Roof collapsed,
NOTIFICATION.SETTLER_MENTAL_BREAK.DESCRIPTION,,The gruelling hardship has proven to be too much to handle for {{character}}.,Meşakkatli ve zor yaşam {{character}} ağır geldi.
NOTIFICATION.SETTLER_MENTAL_BREAK.TITLE,,Mental break,Ruhsal Çöküntü
NOTIFICATION.SETTLER_TANTRUM.DESCRIPTION,,{{character}} has become so unhappy that they are throwing a tantrum!,
NOTIFICATION.SETTLER_TANTRUM.TITLE,,Tantrum!,

ORE.BAUXITE.ADJECTIVE,,Bauxite,Boksit
ORE.BAUXITE.NOUN,,Bauxite,Boksit
ORE.BAUXITE.TOOLTIP,,"Bauxite is the primary ore of aluminium. Unfortunately, a means of aluminium production is yet to be discovered.",Boksit alüminyumun temel cevheridir. Ne yazık ki alüminyum üretim yöntemi hala keşfedilmedi.
ORE.BITUMINOUS_COAL.ADJECTIVE,,Bituminous coal,Bitümlü Kömür
ORE.BITUMINOUS_COAL.NOUN,,Bituminous coal,Bitümlü Kömür
ORE.BITUMINOUS_COAL.TOOLTIP,,This can be converted into {{ORE.COKE.NOUN}} using a {{FURNITURE.COKE_OVEN}}.,"Bitümlü kömür {{FURNITURE.COKE_OVEN}} kullanılarak   {{ORE.COKE.NOUN}} dönüştürülebilir. "
ORE.CASSITERITE.ADJECTIVE,,Cassiterite," "
ORE.CASSITERITE.NOUN,,Cassiterite,Kalay Taşı
ORE.CASSITERITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.TIN.NOUN}}.,{{METAL.TIN.NOUN}} üretmek için ertilebilecek bir cevher.
ORE.CHARCOAL.ADJECTIVE,,Charcoal,Kömür
ORE.CHARCOAL.NOUN,,Charcoal,Kömür
ORE.CHARCOAL.TOOLTIP,,{{FUEL.SACK}} produced from wooden {{RESOURCE.LOGS.PLURAL}}.,{{FUEL.SACK}} {{RESOURCE.LOGS.PLURAL}} kullanılarak üretilir.
ORE.CHRYSOCOLLA.ADJECTIVE,,Chrysocolla,Krizokol
ORE.CHRYSOCOLLA.NOUN,,Chrysocolla,Krizokol
ORE.CHRYSOCOLLA.TOOLTIP,,"Often confused with turquoise, it is actually an ore of {{METAL.COPPER}}.","Genellikle turkuaz ile karıştırılan {{METAL.COPPER}} , aslında bir metal  cevheridir."
ORE.COKE.ADJECTIVE,,Coke,Koks
ORE.COKE.NOUN,,Coke,Koks
ORE.COKE.TOOLTIP,,A refined form of {{ORE.BITUMINOUS_COAL}} which can be used as {{FUEL.SACK}}.,{{ORE.BITUMINOUS_COAL}} rafine edilmiş halidir {{FUEL.SACK}} olarak kullanılabilir.
ORE.GALENA.ADJECTIVE,,Galena,Galena
ORE.GALENA.NOUN,,Galena,Galena
ORE.GALENA.TOOLTIP,,An ore that can be smelted to produce {{METAL.SILVER}}.,{{METAL.SILVER}} üretmek için eritlebilecek bir cevher.
ORE.HEMATITE.ADJECTIVE,,Hematite,Hematit
ORE.HEMATITE.NOUN,,Hematite,Hematit
ORE.HEMATITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.IRON}}.,{{METAL.IRON}} üretmek için ertilebilecek bir cevher.
ORE.ILMENITE.ADJECTIVE,,Ilmenite,Ilmenit
ORE.ILMENITE.NOUN,,Ilmenite,Ilmenit
ORE.ILMENITE.TOOLTIP,,"Ilmenite is the primary ore of titanium. Unfortunately, a means of titanium production is yet to be discovered.",İlmenit titanyum cevheridir. Ne yazık ki titanyum yapım teknikleri hala keşfedilmedi.
ORE.MALACHITE.ADJECTIVE,,Malachite,Malahit
ORE.MALACHITE.NOUN,,Malachite,Malahit
ORE.MALACHITE.TOOLTIP,,An ore that can be smelted to produce {{METAL.COPPER}}.,{{METAL.COPPER}} üretmek için eritilebilecek bir cevher.
ORE.NATIVE_COPPER.ADJECTIVE,,Native copper,Doğal bakır
ORE.NATIVE_COPPER.NOUN,,Native copper,Doğal bakır
ORE.NATIVE_COPPER.TOOLTIP,,Naturally-occuring {{METAL.COPPER}} which must be smelted before use.,Doğada meydana gelmiş ancak kullanılmadan önce eritilmesi gereken {{METAL.COPPER}}
ORE.NATIVE_GOLD.ADJECTIVE,,Native gold,Doğal altın
ORE.NATIVE_GOLD.NOUN,,Native gold,Doğal altın
