KEY,ENGLISH,NOTES,GERMAN,FRENCH,ITALIAN,SPANISH,PORTUGUESE,PORTUGUESE BR,POLISH,RUSSIAN,TURKISH,DANISH,DUTCH,SWEDISH,NORWEGIAN,HUNGARIAN,FINNISH,JAPANESE,SIMPLIFIED CHINESE,KOREAN
MECHANISM.STONE.GEAR.NOUN,Gear assembly,,Getriebemontage,,,Sistema de engranajes,,,,,,,,,,,,ギア,,
MECHANISM.STONE.GEAR.TOOLTIP,This contraption links up mechanical power in all 4 directions.,,Diese Vorrichtung verbindet mechanische Kraft in alle 4 Richtungen.,,,Este artilugio transfiere energía mecánica en las 4 direcciones.,,,,,,,,,,,,この仕掛けは動力を四方向に伝えることができます。,,
MECHANISM.WOODEN.SHAFT.NOUN,Shaft,,Achse,,,Eje,,,,,,,,,,,,シャフト,,
MECHANISM.WOODEN.SHAFT.TOOLTIP,A wooden shaft links mechanical power in 2 directions.,,Eine Holzachse verbindet eine mechanische Kraft in 2 Richtungen.,,,Un eje de madera transfiere energía mecánica en 2 direcciones.,,,,,,,,,,,,木のシャフトは動力を一方向から他方向に伝えます。,,

MENU.CONTINUE_GAME,Continue game,,Spiel fortsetzen,Continuer,Continua partita,Continuar partida,Continuar jogo,Continuar jogo,,Продолжить игру,Oyuna Devam Et,Fortsæt spil,,Fortsätt spela,,,,コンティニュー,,
MENU.LOAD_GAME,Load game,,Spiel laden,,,Cargar partida,,,,,,,,,,,,ロード,,
MENU.MODS,Mods,,Mods,Mods,Mods,Mods,Mods,,,Моды,Modlar,Mods,,Mods,,,,Mods,,
MENU.NEW_GAME,Start new game,,Neues Spiel beginnen,Nouvelle partie,Nuova partita,Comenzar partida nueva,Iniciar novo jogo,Começar outro jogo,,Начать новую игру,Yeni Oyun Başlat,Start nyt spil,,Starta ett nytt spel,,,,ニューゲーム,,
MENU.OPTIONS,Options,,Optionen,Options,Opzioni,Opciones,Opções,Opções,,Настройки,Ayarlar,Valgmuligheder,,Inställningar,,,,オプション,,
MENU.QUIT,Quit,,Beenden,Quitter,Esci,Salir,Sair,Sair,,Выйти,Çıkış,Stop,,Avsluta,,,,終了,,
MENU.TOGGLE_FULLSCREEN,Toggle fullscreen,,Vollbildschirm einstellen,Plein écran,Attiva/Disattiva schermo intero,Pantalla completa (sí/no),Alternar ecrã inteiro,Alternar tela cheia,,Во весь экран,Tam ekran yap,Slå fuldskærm til,,Växla helskärm,,,,フルスクリーンを切り替える,,

METAL.BRONZE.ADJECTIVE,Bronze,,Bronze,En bronze,di bronzo,de bronce,De bronze,de bronze,,(бронза),Bronz,Bronze,,Brons-,,,,青銅の,,
METAL.BRONZE.NOUN,Bronze,,Bronze,Bronze,Bronzo,Bronce,Bronze,de bronze,,Бронза,Bronz,Bronze,,Brons,,,,青銅,,
METAL.BRONZE.TOOLTIP,Bronze is an alloy of copper and tin. It is harder and much more durable than copper alone. (Alloys have not yet been implemented in King under the Mountain),,Bronze ist eine Legierung aus Kupfer und Zinn. Sie ist härter und viel haltbarer als Kupfer selbst. (Legierungen wurden noch nicht eingebaut.),Le bronze est un alliage de cuivre et d'étain. Il est plus dur et beaucoup plus durable que le cuivre seul. (Les alliages n'ont pas encore été mis en œuvre à King sous la montagne),Il bronzo è una lega di rame e stagno. È più duro e molto più resistente del solo rame. (Le leghe non sono ancora state implementate in Re sotto la Montagna),El bronce es una aleación de cobre y estaño. Es más duro y mucho más duradero que el cobre solo. (Las aleaciones aún no se han implementado en King under the Mountain),Bronze é uma liga de cobre e estanho. É mais difícil e muito mais durável do que o cobre sozinho. (Ligas ainda não foram implementadas no Rei sob a Montanha),,,"Бронза представляет собой сплав меди и олова. Это твердый и намного прочнее, чем медь. (Сплавы еще не внедрены в Царь под Горной)",Bronz bir bakır ve kalay alaşımıdır. Bakıra nazaran çok daha sağlam ve dayanıklıdır. (Alaşımlar henüz King Under the Mountain'a eklenmedi),Bronze er en legering af kobber og tin. Det er sværere og meget mere holdbart end kobber alene. (Legeringer er endnu ikke blevet implementeret i Kongen under bjerget),,Brons är en legering av koppar och tenn. Det är svårare och mycket mer hållbart än koppar ensam. (Legeringar har ännu inte genomförts i King under berget),,,,青銅は銅と錫の合金です。銅よりも硬く、耐久性に優れています(今のところ、合金は未実装です）,,
METAL.COPPER.ADJECTIVE,Copper,,Kupfer,en cuivre,di rame,De cobre,De cobre,de cobre,,(медь),Bakır,Kobber,,Koppar-,,,,銅の,,
METAL.COPPER.NOUN,Copper,,Kupfer,Cuivre,Rame,Cobre,Cobre,de cobre,,Медь,Bakır,Kobber,,Koppar,,,,銅,,
METAL.COPPER.TOOLTIP,"As well as occuring naturally as {{ORE.NATIVE_COPPER.NOUN}}, it is also easy to smelt from {{ORE.MALACHITE.NOUN}} ore. Copper has many uses, particularly in coinage, though it is not hard enough to create effective weapons.",,"Neben dem natürlichen {{ORE.NATIVE_COPPER.NOUN}}vorkommen, kann man es auch leicht aus {{ORE.MALACHITE.NOUN}}erz schmelzen. Kupfer ist vielseitig verwendbar, insbesondere in der Münzprägung, obwohl es nicht fest genug ist, um wirksame Waffen herzustellen.","En plus de se présenter naturellement comme {{ORE.NATIVE_COPPER.NOUN}}, il est également facile à éperler à partir de {{ORE.MALACHITE.NOUN}} minerai. Le cuivre a de nombreuses utilisations, en particulier dans la monnaie, bien qu'il ne soit pas assez difficile de créer des armes efficaces.","Oltre a verificarsi naturalmente come {{ORE.NATIVE_COPPER.NOUN}}, è anche facile odorare da {{ORE.MALACHITE.NOUN}} minerale. Il rame ha molti usi, in particolare nella monetazione, anche se non è abbastanza difficile creare armi efficaci.","Además de ocurrir naturalmente como {{ORE.NATIVE_COPPER.NOUN}}, también es fácil de fundir apartir de la {{ORE.MALACHITE.NOUN}} mineral. El cobre tiene muchos usos, especialmente en el acuñado de monedas, aunque no es lo suficientemente duro como para crear armas efectivas.","Além de ocorrer naturalmente como {{ORE.NATIVE_COPPER.NOUN}}, também é fácil de fundir a partir de {{ORE.MALACHITE.NOUN}} minério. O cobre tem muitos usos, particularmente em cunhagem, embora não seja difícil o suficiente para criar armas eficazes.",,,"Кроме того, естественно, как {{ORE.NATIVE_COPPER.NOUN}}, его также легко плавить из {{ORE.MALACHITE.NOUN}} руды. Медь имеет много применений, особенно в чеканке, хотя ее недостаточно сложно создать эффективное оружие.","{{ORE.NATIVE_COPPER.NOUN}}  doğada bulunmanın yanı sıra,  {{ORE.MALACHITE.NOUN}} eritilerek de elde edilebilir. Bakır, iyi bir silah elde edilememesine rağmen özellikle bozuk para yapımı gibi bir çok alanda kullanılabilir.","Ud over at forekomme naturligt som {{ORE.NATIVE_COPPER.NOUN}}, er det også let at smelt fra {{ORE.MALACHITE.NOUN}} malm. Kobber har mange anvendelser, især i møntværker, selv om det ikke er svært nok at skabe effektive våben.",,"Förutom att den förekommer naturligt som {{ORE.NATIVE_COPPER.NOUN}} är den också lätt att smälta från {{ORE.MALACHITE.NOUN}} malm. Koppar har många användningsområden, särskilt i mynt, men det är inte svårt nog att skapa effektiva vapen.",,,,銅は{{ORE.NATIVE_COPPER.NOUN}}として自然に存在し、あるいは{{ORE.MALACHITE.NOUN}}鉱石から製錬することもできます。銅には多くの用途があり、特に貨幣の材料として使われていますが、武器の材料としては強度が足りません。,,
METAL.COPPER_PATINA.ADJECTIVE,Copper,,Kupfer,en cuivre,di rame,de pátina de cobre,De cobre,de cobre,,(медь),,,,Koppar-,,,,銅の,,
METAL.COPPER_PATINA.NOUN,Copper (Patina),,Kupfer (Patina),,,Cobre (pátina),,,,,,,,,,,,銅,,
METAL.COPPER_PATINA.TOOLTIP,{{METAL.COPPER.TOOLTIP}},,{{METAL.COPPER.TOOLTIP}},{{METAL.COPPER.TOOLTIP}},{{METAL.COPPER.TOOLTIP}},{{METAL.COPPER.TOOLTIP}},{{METAL.COPPER.TOOLTIP}},{{METAL.COPPER.TOOLTIP}},,{{METAL.COPPER.TOOLTIP}},,,,{{METAL.COPPER.TOOLTIP}},,,,{{METAL.COPPER.TOOLTIP}},,
METAL.GOLD.ADJECTIVE,Golden,,Gold,en or,d'oro,de oro,De ouro,de ouro,,(золото),Altın,Gyldne,,Guld-,,,,金の,,
METAL.GOLD.NOUN,Gold,,Gold,Or,Oro,Oro,Ouro,Ouro,,Золото,Altın,Guld,,Guld,,,,金,,
METAL.GOLD.TOOLTIP,"The king of metals. Although it is not the rarest or most valuable, gold is the most coveted metal by most races – particularly dwarves.",,"König der Metalle. Obwohl es nicht das seltenste oder wertvollste ist, ist Gold das begehrteste Metall bei den meisten Rassen - besonders bei den Zwergen.","Le roi des métaux. Bien qu'il ne soit pas le plus rare ou le plus précieux, l'or est le métal le plus convoité par la plupart des races — en particulier les nains.","Il re dei metalli. Sebbene non sia il più raro o il più prezioso, l'oro è il metallo più ambito della maggior parte delle razze — in particolare i nani.","El rey de los metales. Aunque no es el más raro ni el más valioso, el oro es el metal más codiciado por la mayoría de las razas, especialmente los enanos.","O rei dos metais. Embora não seja o mais raro ou o mais valioso, o ouro é o metal mais cobiçado pela maioria das raças — particularmente os anões.",,,"Король металлов. Хотя золото и не самое редкое и ценное, оно является самым желанным металлом большинства рас — особенно гномов.","Metallerin kralı. Her ne kadar en nadiri veya en değerlisi olmasada, altın Cüceler başta olmak üzere tüm ırklar tarafından en çok arzulanan metal.","Kongen af metaller. Selvom det ikke er det sjældneste eller mest værdifulde, er guld det mest eftertragtede metal af de fleste racer — især dværge.",,Kungen av metaller. Även om det inte är den mest sällsynta eller värdefulla är guld den mest eftertraktade metallen av de flesta raser — särskilt dvärgar.,,,,あらゆる金属の王です。最も希少で価値があるわけではありませんが、金はほとんどの種族が最も欲する金属です。ドワーフは特に。,,
METAL.IRON.ADJECTIVE,Iron,,Eisen,En fer,di ferro,de hierro,De ferro,de ferro,,(железо),Demir,Jern,,Järn-,,,,鉄の,,
METAL.IRON.NOUN,Iron,,Eisen,Fer,Ferro,Hierro,Ferro,de ferro,,Железо,Demir,Jern,,Järn,,,,鉄,,
METAL.IRON.TOOLTIP,It is a poor military which does not have access to iron. Dwarven metalsmiths know the secrets of working this into {{METAL.STEEL.NOUN}}.,,"Das Militär ist schwach, wenn es keinen Zugang zu Eisen hat. Zwergenmetallschmiede kennen die Geheimnisse der Verarbeitung zu {{METAL.STEEL.NOUN}}.",C'est une armée pauvre qui n'a pas accès au fer. Les métallurgistes nains connaissent les secrets de l'opération dans {{METAL.STEEL.NOUN}}.,Si tratta di un esercito povero che non ha accesso al ferro. I metalfabbri nani conoscono i segreti per lavorare in {{METAL.STEEL.NOUN}}.,Es un ejército pobre aquel que no tiene acceso al hierro. Los metaleros enanos conocen los secretos de trabajar el {{METAL.STEEL.NOUN}}.,É um militar pobre que não tem acesso ao ferro. Metalferreiros anões conhecem os segredos de trabalhar isso em {{METAL.STEEL.NOUN}}.,,,"Это бедный военный, который не имеет доступа к железу. Гномовые металломастера знают секреты работы в {{METAL.STEEL.NOUN}}.","Demiri olmayan bir ordu, zayıf bir ordudur. Cüce demircileri bu cevheri {{METAL.STEEL.NOUN}} çevirmenin sırların vakıflar.","Det er et fattigt militær, som ikke har adgang til jern. Dværgmetalsmede kender hemmelighederne ved at arbejde dette ind i {{METAL.STEEL.NOUN}}.",,Det är en fattig militär som inte har tillgång till järn. Dvärgmetallsmider känner till hemligheterna bakom att arbeta in detta i {{MEAL.STEEL.NOUN}}.,,,,鉄の武器さえ用意できないならまともな戦士とは呼べません。ドワーフの金属職人は鉄を{{METAL.STEEL.NOUN}}に加工する秘密を知っています。,,
METAL.PLATINUM.ADJECTIVE,Platinum,,Platin,En platine,Platino,De platino,Platina,,,Платина,Platin,Platin,,Platina,,,,プラチナの,,
METAL.PLATINUM.NOUN,Platinum,,Platin,Platine,Platino,Platino,Platina,,,Платина,Platin,Platin,,Platina,,,,プラチナ,,
METAL.PLATINUM.TOOLTIP,A silver-white metal that is highly resistant to corrosion. Platinum is rarer and therefore more valuable than {{METAL.GOLD.NOUN}}.,,"Ein silber-weißes Metall, das sehr korrosionsbeständig ist. Platin ist seltener und daher wertvoller als {{METAL.GOLD.NOUN}}.",Un métal argenté très résistant à la corrosion. Le platine est plus rare et donc plus précieux que {{METAL.GOLD.NOUN}}.,Un metallo argento-bianco che è altamente resistente alla corrosione. Il platino è più raro e quindi più prezioso di {{METAL.GOLD.NOUN}}.,"Un metal blanco plateado que es altamente resistente a la corrosión. El platino es más raro y, por lo tanto, más valioso que  el {{METAL.GOLD.NOUN}}.","Um metal prateado e branco altamente resistente à corrosão. A platina é mais rara e, portanto, mais valiosa do que {{METAL.GOLD.NOUN}}.",,,"Серебристо-белый металл, который обладает высокой устойчивостью к коррозии. Платина реже и поэтому более ценна, чем {{METAL.GOLD.NOUN}}.","Paslanmaya karşı dayanıklı, beyaz gümüş renge sahip bir metal. Platin {{METAL.GOLD.NOUN}} daha nadir ve bu yüzden de daha değerlidir. ","Et sølvhvidt metal, der er meget modstandsdygtigt over for korrosion. Platin er sjældnere og derfor mere værdifuld end {{METAL.GOLD.NOUN}}.",,En silvervit metall som är mycket motståndskraftig mot korrosion. Platina är ovanligare och därför mer värdefullt än {{MEAL.GOLD.NOUN}}.,,,,白銀色の腐食にとても強い金属です。プラチナは{{METAL.GOLD.NOUN}}よりも希少性が高く、高い価値を持ちます。,,
METAL.RUSTED_IRON.ADJECTIVE,Rusted iron,,Verrostetes Eisen,,,de hierro oxidado,,,,,,,,,,,,錆びた鉄の,,
METAL.RUSTED_IRON.NOUN,Rust,,Rost,,,Óxido de hierro,,,,,,,,,,,,錆びた鉄,,
METAL.RUSTED_IRON.TOOLTIP,Iron turns to rust when exposed to rain for a long period. Eventually this will decay completely!,,"Eisen rostet, wenn es längere Zeit Regen ausgesetzt wird. Irgendwann wird dies vollständig verfallen!",,,El hierro se oxida cuando está expuesto a la lluvia durante mucho tiempo ¡Tarde o temprano esto se deteriorará por completo!,,,,,,,,,,,,鉄は長い間雨にさらされると錆び、最終的には完全に使用不能になります。,,
METAL.SILVER.ADJECTIVE,Silver,,Silber,En argent,Colore: argento,de plata,Prata,,,Серебро,Gümüş,Sølv,,Silver,,,,銀の,,
METAL.SILVER.NOUN,Silver,,Silber,Argent,Argento,Plata,Prata,Prata,,Серебро (серебро),Gümüş,Sølv,,Silver,,,,銀,,
METAL.SILVER.TOOLTIP,"Like {{METAL.GOLD.NOUN}}, silver is often used for coinage and as solid bars for the trading of wealth. ",,Wie {{METAL.GOLD.NOUN}} wird Silber oft zur Münzprägung und als massive Barren für den Handel von Vermögen verwendet.,"Comme {{METAL.GOLD.NOUN}}, l'argent est souvent utilisé pour la monnaie et comme barres solides pour le commerce de la richesse.","Come {{METAL.GOLD.NOUN}}, l'argento è spesso usato per la monetazione e come barre solide per il commercio della ricchezza.","Al igual que el {{METAL.GOLD.NOUN}}, la plata se usa a menudo para acuñar monedas y como barras sílidas para el comercio de riqueza.","Como {{METAL.GOLD.NOUN}}, a prata é frequentemente usada para moedas e como barras sólidas para a negociação de riqueza.",,,"Как и {{METAL.GOLD.NOUN}}, серебро часто используется для чеканки и как твердые слитки для торговли богатством.","{{METAL.GOLD.NOUN}} gibi, gümüşde genellikle madeni para yapımında ve külçeler halinde ticarette kullanılır.",Som {{METAL.GOLD.NOUN}} bruges sølv ofte til møntværker og som solide stænger til handel med rigdom.,,Liksom {{MEAL.GOLD.NOUN}} används silver ofta för mynt och som solida barer för handel med rikedom.,,,,銀は{{METAL.GOLD.NOUN}}と同じく、貨幣や取引用のインゴットとしてよく使われます。,,
METAL.STEEL.ADJECTIVE,Steel,,Stahl,En acier,d'acciaio,de acero,De aço,de aço,,(сталь),Çelik,Stål,,Stål-,,,,鋼の,,
METAL.STEEL.NOUN,Steel,,Stahl,Acier,Acciaio,Acero,Aço,de aço,,Сталь,Çelik,Stål,,Stål,,,,鋼,,
METAL.STEEL.TOOLTIP,"Far stronger than {{METAL.IRON.NOUN}} which makes for superior weapons and tools, only the dwarves know the secret of creating steel.",,"Weit stärker als {{METAL.IRON.NOUN}}, was für überlegene Waffen und Werkzeuge sorgt. Nur die Zwerge kennen das Geheimnis der Stahlerzeugung.","Bien plus fort que {{METAL.IRON.NOUN}} qui fait des armes et des outils supérieurs, seuls les nains connaissent le secret de la création de l'acier.","Molto più forte di {{METAL.IRON.NOUN}} che offre armi e strumenti superiori, solo i nani conoscono il segreto della creazione dell'acciaio.","Mucho más fuerte que el {{METAL.IRON.NOUN}} se usa para crear armas y herramientas superiores, sólo los enanos conocen el secreto de crear acero.","Muito mais forte do que {{METAL.IRON.NOUN}} o que torna armas e ferramentas superiores, apenas os anões sabem o segredo da criação de aço.",,,"Гораздо сильнее, чем {{METAL.IRON.NOUN}}, что делает превосходное оружие и инструменты, только гномы знают секрет создания стали.","{{METAL.IRON.NOUN}} çok daha sağlamdır. Bu yüzden silah ve eşya yapımında rağbet görür, nasıl elde edildiği sadece cüceler tarafından bilinmektedir.","Langt stærkere end {{METAL.IRON.NOUN}}, som giver overlegen våben og værktøjer, kun dværgene kender hemmeligheden bag at skabe stål.",,"Mycket starkare än {MEAL.IRON.NOUN}} som gör för överlägsna vapen och verktyg, bara dvärgarna känner till hemligheten med att skapa stål.",,,,{{METAL.IRON.NOUN}}よりもはるかに強く、優れた武器や道具を作ることができます。鋼を作る秘密を知っているのはドワーフだけです。,,
METAL.TIN.ADJECTIVE,Tin,,Zinn,Boîte,Stagno,de estaño,Lata,,,Тин,Kalay,Tin,,Tenn,,,,錫の,,
METAL.TIN.NOUN,Tin,,Zinn,Étain,Alluminio,Estaño,Latão,Estanho,,Олово (олово),Kalay,Tin,,Tenn,,,,錫,,
METAL.TIN.TOOLTIP,Tin can be smelted from {{ORE.CASSITERITE.NOUN}} and alloyed with {{METAL.COPPER.NOUN}} to produce {{METAL.BRONZE.NOUN}}. (Alloys have not yet been implemented in King under the Mountain),,"Zinn kann aus {{ORE.CASSITERITE.NOUN}} geschmolzen und mit {{METAL.COPPER.NOUN}} legiert werden, um {{METAL.BRONZE.NOUN}} herzustellen. (Legierungen wurden noch nicht eingebaut.)",L'étain peut être fondu à partir de {{ORE.CASSITERITE.NOUN}} et allié avec {{METAL.COPPER.NOUN}} pour produire {{METAL.BRONZE.NOUN}}. (Les alliages n'ont pas encore été mis en œuvre à King sous la montagne),Lo stagno può essere fuso da {{ORE.CASSITERITE.NOUN}} e legato con {{METAL.COPPER.NOUN}} per produrre {{METAL.BRONZE.NOUN}}. (Le leghe non sono ancora state implementate in Re sotto la Montagna),El estaño se puede fundir desde la {{ORE.CASSITERITE.NOUN}} y alear con {{METAL.COPPER.NOUN}} para producir {{METAL.BRONZE.NOUN}}. (Las aleaciones aún no se han implementado en King under the Mountain),A lata pode ser fundida a partir de {{ORE.CASSITERITE.NOUN}} e ligada a {{METAL.COPPER.NOUN}} para produzir {{METAL.BRONZE.NOUN}}. (Ligas ainda não foram implementadas no Rei sob a Montanha),,,Олово может быть выплавлено из {{ORE.CASSITERITE.NOUN}} и легировано {{METAL.COPPER.NOUN}} для получения {{METAL.BRONZE.NOUN}}. (Сплавы еще не внедрены в Царь под Горной),Kalay {{ORE.CASSITERITE.NOUN}} eritilmesi elde edilebilir. {{METAL.COPPER.NOUN}} ile alaşımlanır ise  {{METAL.BRONZE.NOUN}} üretilebilir. (Alaşımlar King Under the Mountain'a eklenmedi),Tin kan smeltes fra {{ORE.CASSITERITE.NOUN}} og legeres med {{METAL.COPPER.NOUN}} for at producere {{METAL.BRONZE.NOUN}}. (Legeringer er endnu ikke blevet implementeret i Kongen under bjerget),,Tenn kan smältas från {{ORE.CASSITERITE.NOUN}} och legeras med {{MEAL.COPPER.NOUN}} för att producera {{META.BRONZE.NOUN}}. (Legeringar har ännu inte genomförts i King under berget),,,,錫は{{ORE.CASSITERITE.NOUN}}から抽出でき、{{METAL.COPPER.NOUN}}との合金である{{METAL.BRONZE.NOUN}}を作ることができます(今のところ、合金は未実装です）,,

MODS.APPLY,Apply,,Anwenden,Appliquer,Applicare,Aplicar,Aplicar,,,Применить,Uygula,Ansøg,,Applicera,,,,適用,,
MODS.COMPATIBILITY.COMPATIBLE,Yes,,Ja,Oui,Sì,Si,Sim,,,Да,Evet,Ja,,Javisst,,,,あり,,
MODS.COMPATIBILITY.INCOMPATIBLE,No,,Nein,Non,No,No,Não,,,Нет,Hayır,Nej,,- Nej,,,,なし,,
MODS.COMPATIBILITY.UNKNOWN,Unknown,,Unbekannt,Inconnu,Sconosciuto,Desconocido,Desconhecido,,,Неизвестно,Bilinmeyen,Ukendt,,Okänd,,,,不明,,
MODS.MISSING_MODS_DIALOG_TEXT,This save file was last used while the following mods were active. These mods are now missing or disabled so the save may not load correctly.,,"Dieser Spielstand wurde zuletzt verwendet, als die folgenden Mods aktiv waren. Diese Mods fehlen jetzt oder sind deaktiviert, so dass die Datei möglicherweise nicht korrekt geladen wird.","Ce fichier de sauvegarde a été utilisé pour la dernière fois alors que les mods suivants étaient actifs. Ces mods sont maintenant manquants ou désactivés, de sorte que l'enregistrement risque de ne pas se charger correctement.","Questo file di salvataggio è stato utilizzato per l'ultima volta mentre le seguenti mod erano attive. Queste mod sono ora mancanti o disabilitati, quindi il salvataggio potrebbe non essere caricato correttamente.","Este archivo de guardado se utilizó por última vez mientras los siguientes mods estaban activos. Estos mods ahora faltan o están deshabilitados, por lo que es posible que el guardado no se cargue correctamente.","Este arquivo de salvamento foi usado pela última vez enquanto os seguintes mods estavam ativos. Esses mods agora estão ausentes ou desativados, portanto, o salvamento pode não ser carregado corretamente.",,,"Этот файл сохранения использовался в последний раз, когда были активны следующие моды. Эти моды теперь отсутствуют или отключены, поэтому сохранение может загружаться неправильно.",Bu kayıt dosyası en son kullanıldığında ekteki modlar etkindi. Şu anda bu modlar etkin değil veya kayıp. Bu nedenle kayıt düzgün yüklenemeyebilir.,"Denne gemte fil blev sidst brugt mens følgende mods var aktive. Disse mods mangler nu eller deaktiveres, så lagringen muligvis ikke indlæses korrekt.",,Den här sparfilen användes senast medan följande mods var aktiva. Dessa mods saknas nu eller inaktiveras så att spara kanske inte laddas korrekt.,,,,このセーブファイルが使用していたModが破損しているか無効になっているため、 正しくロードできない可能性があります。,,
MODS.MISSING_MODS_SAVE_EXCEPTION_DIALOG_TEXT,"The save file could not be loaded because either it is incompatible with this version of the game, or because some mods have been disabled or removed since this save was last loaded. The following mods were expected but are no longer active:",,"Der Spielstand konnte nicht geladen werden, weil er entweder mit dieser Version des Spiels nicht kompatibel ist oder weil einige Mods seit dem letzten Laden des Spielstands deaktiviert oder entfernt wurden. Die folgenden Mods wurden erwartet, sind aber nicht mehr aktiv:","Le fichier de sauvegarde n'a pas pu être chargé car il est incompatible avec cette version du jeu, ou parce que certains mods ont été désactivés ou supprimés depuis le dernier chargement de cette sauvegarde. Les mods suivants étaient attendus mais ne sont plus actifs:",Il file di salvataggio non può essere caricato perché non è compatibile con questa versione del gioco o perché alcune mod sono state disabilitate o rimosse dall'ultima volta che questo salvataggio è stato caricato. Le seguenti mod erano attese ma non sono più attive:,"No se pudo cargar el archivo guardado porque es incompatible con esta versión del juego o porque algunos mods se han deshabilitado o eliminado desde la última vez que se cargó este guardado. Se esperaban los siguientes mods, pero ya no están activos:","O arquivo de salvamento não pôde ser carregado porque ele é incompatível com esta versão do jogo, ou porque alguns mods foram desativados ou removidos desde que este salvamento foi carregado pela última vez. Os seguintes mods eram esperados, mas não estão mais ativos:",,,"Не удалось загрузить файл сохранения, так как он несовместим с этой версией игры, или потому, что некоторые моды были отключены или удалены с момента последней загрузки этого сохранения. Ожидались следующие моды, но больше не активны:","Kayıt dosyası en son yüklendiğinde bulunan bazı modların silinmesi, devredışı bırakılması veya versiyonlarının oyunun bu versiyonuna uygun olmamasından dolayı yüklenemedi. Ekteki modlar artık aktif değiller ancak aktif olmaları bekleniyor.","Gem filen kunne ikke indlæses, fordi den enten er uforenelig med denne version af spillet, eller fordi nogle mods er blevet deaktiveret eller fjernet, siden denne lagring sidst blev indlæst. Følgende mods blev forventet, men er ikke længere aktive:",,"Spara filen kunde inte laddas eftersom den antingen är inkompatibel med den här versionen av spelet, eller eftersom vissa mods har inaktiverats eller tagits bort sedan den här sparningen senast laddades. Följande mods förväntades men är inte längre aktiva:",,,,このバージョンと互換性が無いか、 Modが破損又は削除されたため、 セーブファイルがロードできませんでした。 以下のModが有効ではありません:,,
MODS.TABLE.COMPATIBILITY,Compatible?,,Kompatibel?,Compatible?,Compatibile?,¿Compatible?,Compatível?,,,Совместимость?,Uyumlu?,Kompatibel?,,Kompatibel?,,,,互換性,,
MODS.TABLE.ENABLED,Enabled?,,Aktiviert?,Activé?,Abilitato?,¿Activado?,Ativado?,,,Включено?,Devrede?,Aktiveret?,,Aktiverad?,,,,有効化,,
MODS.TABLE.NAME,Mod Name,,Mod Name,Nom du mod,Nome mod,Nombre del mod,Nome do Mod,,,Имя мода,Mod İsmi,Mod navn,,Mod Namn,,,,Mod名,,
MODS.TABLE.ORDERING,Re-order,,Neu ordnen,Réorganiser,Riordina,Reordenar,Reordenar,,,Повторное упорядочение,Yeniden Sırala,Genbestilling,,Order om,,,,ロード順,,
MODS.TABLE.VERSION,Mod Version,,Mod Version,Version Mod,Versione Mod,Versión del mod,Versão do Mod,,,Версия мода,Mod Versiyonu,Mod Version,,Mod version,,,,Modバージョン,,

MUSHROOM.DESCRIPTION,{{materialType.noun}},,{{materialType.noun}},{{materialType.noun}},{{materialType.Noun}},{{materialType.noun}},{{materialType.noun}},,,{{материалТип.существительное}},{{materialType.noun}},{{materialType.noun}},,{{materialType.substantiv}},,,,{{materialType.noun}},,

NEEDS.DRINK,Drink,,Trinken,Soif,Bere,Bebida,Bebida,,,Пить,İç,Drik,,Drick,,,,水分,,
NEEDS.FOOD,Food,,Essen,Faim,Cibo,Comida,Comida,,,Еда,Ye,Mad,,Mat,,,,食事,,
NEEDS.SLEEP,Sleep,,Schlafen,Fatigue,Dormi,Sueño,Durma,,,Спи,Uyu,Sove,,Sova,,,,睡眠,,

NOTIFICATION.AREA_REVEALED.DESCRIPTION,Your miners have discovered a new area!,,Deine Bergleute haben ein neues Gebiet entdeckt!,Vos mineurs ont découvert une nouvelle zone!,I tuoi minatori hanno scoperto una nuova area!,¡Sus mineros han descubierto una nueva área!,Seus mineiros descobriram uma nova área!,,,Ваши шахтеры открыли новую территорию!,Madencilerin yeni bir alan keşfetti!,Dine minearbejdere har opdaget et nyt område!,,Dina gruvarbetare har upptäckt ett nytt område!,,,,鉱夫が新しいエリアを発見しました！,,
NOTIFICATION.AREA_REVEALED.TITLE,Exploration,,Erkundung,Exploration,Esplorazione,Exploración,Exploração,,,исследованию,Keşif,Udforskning,,Utforskning,,,,新発見,,
NOTIFICATION.DEATH.DESCRIPTION,"{{character}}, has died due to {{reason}}.",,{{character}} ist aufgrund von {{reason}} gestorben.,"{{character}}, est décédé en raison de {{reason}}.","{{character}}, è morto a causa di {{reason}}.","{{character}}, ha muerto debido a {{reason}}.","{{character}}, morreu devido a {{reason}}.",,,"{{character}}, умер из-за {{reason}}.","{{character}} , {{reason}} dolayı öldü.","{{character}}, er død på grund af {{reason}}.",,"{{character}}, har dött på grund av {{reason}}.",,,,{{character}}は{{reason}}により死亡しました。,,
NOTIFICATION.DEATH.SHORT_DESCRIPTION,Died due to {{reason}},,Wegen {{reason}} gestorben,Décédé par {{reason}},Morto a causa di {{reason}},Murió debido a {{reason}},Morreu devido a {{reason}},,,Умер из-за {{reason}},{{reason}} dolayı öldü,Død på grund af {{reason}},,Död på grund av {{reason}},,,,{{reason}}のため死亡,,
